ANTID,Unnamed: 0,TNS_Name,Spec_Class,Superphot_Class,Superphot_Class_Prob
ANT2024jw9hf1cj35ia,,2024gmu,---,SN IIn,0.346
ANT2024lb1v0vsh0fkk,,2024gbc,SN IIn,SN IIn,0.363
ANT2024aaouo6rr6jw1,,2024enb,---,SN IIn,0.462
ANT20243b0shjljyopw,,2024jc,---,SN IIn,0.357
ANT2024nua6zkazg9fp,,2024gwm,---,SN IIn,0.298
ANT2024q747iqr38zvv,,2024gau,---,SN IIn,0.274
ANT2023ssjbjrjmdp2t,,2023aclf,---,SN IIn,0.556
ANT2024gtbkryc741z0,,2024gwq,SN Ia,SN IIn,0.341
ANT2024ize4rthxn5o7,,2024gww,---,SN IIn,0.335
ANT2024qgj5qop4xk8e,,2024bqd,---,SN IIn,0.515
ANT2024rah4dhlfykdv,,No TNS,---,SN IIn,0.642
ANT2023hwsi6ql258ft,,2023wvt,---,SN IIn,0.764
ANT2024w067fcdajy0f,,2024ftg,---,SN IIn,0.482
ANT2024qy075xcdpmxh,,2024gux,---,SN IIn,0.335
ANT2024a7i55ckpfr6m,,2024eor,---,SN IIn,0.309
ANT20246vp614j74i0v,,2024diw,---,SN IIn,0.697
ANT2023f7sqf2fm2zyo,,2023zgo,AGN,SN IIn,0.836
ANT2024t0tdzuypyxq9,,2024eqn,---,SN IIn,0.262
ANT2024szulfma1z1by,,2024fzo,---,SN IIn,0.439
ANT2024adwvsikrs926,,2024hhz,---,SN IIn,0.292
ANT20240zfvavoavrrp,,2024gjd,---,SN IIn,0.563
ANT2024a3m0src88do3,,2024bgb,---,SN IIn,0.623
ANT2023twlobjarqjpf,,No TNS,---,SN IIn,0.497
ANT2023ttbs9zgig48h,,No TNS,---,SN IIn,0.748
ANT2024uto1fjbqj2gb,,2024fbf,---,SN IIn,0.336
ANT2023pye74vn334kw,,No TNS,---,SN IIn,0.798
ANT20238qzqijh5ey4t,,No TNS,---,SN IIn,0.751
ANT20233km6c7xnnakf,,No TNS,---,SN IIn,0.666
ANT20231sxklaytc5tm,,No TNS,---,SN IIn,0.822
ANT2024m3m4rn1a1siz,,2024ahv,SN Ib,SN Ibc,0.724
ANT2024lhmz7ns2z8tw,,2024gry,---,SN Ibc,0.339
ANT2024kq8wqpfz45kj,,2024gpv,---,SN Ibc,0.244
ANT20244xxfzhx6unul,,2024gvb,---,SN Ibc,0.266
ANT20244csfg7z11hwf,,No TNS,---,SN Ibc,0.368
ANT2024kdmxnbkk75q6,,2024hkq,---,SN Ibc,0.306
ANT20242j9d9dm3913j,,2024ehs,SN II,SN Ibc,0.693
ANT20241sntoffbdro2,,2024gql,---,SN Ibc,0.535
ANT20243saf5jvggkvr,,2024hlt,---,SN Ibc,0.348
ANT2024hee5c1f6hkva,,2024gad,SN Ia,SN Ibc,0.396
ANT2023n3xr92hj9vrx,,2023zvq,SN Ia,SN Ibc,0.542
ANT2024yfnlgvodk67d,,2024gbe,---,SN Ibc,0.744
ANT20241iyv682pn590,,2024gru,---,SN Ibc,0.284
ANT2024ya7cec4im4ok,,2024fqc,---,SN Ibc,0.351
ANT20241toeq0fu8wr8,,2024grx,SN Ia,SN Ibc,0.451
ANT2024ni0p81f79c2m,,No TNS,---,SN Ibc,0.42
ANT2024qalhjpthnlg7,,No TNS,---,SN Ibc,0.625
ANT202492t09xfbhwiz,,No TNS,---,SN Ibc,0.587
ANT2024e86dpnrmyeww,,2024fqb,---,SN Ibc,0.352
ANT2023s26cx14wj8nl,,No TNS,---,SN Ibc,0.645
ANT2024rdpv6rgm4j6d,,2024fmh,SN Ia,SN Ibc,0.424
ANT2024jtezmzxfr0cg,,2024hhh,---,SN Ibc,0.416
ANT2024cpd6wszm75nm,,2024hjx,---,SN IIn,0.375
ANT2024evp09y8pxf3m,,No TNS,---,SN IIn,0.429
ANT2024svw41kd82zwf,,2024gtu,SN Ia,SN IIn,0.353
ANT2024rmx7lzkzbncw,,No TNS,---,SN IIn,0.299
ANT2024wr90r8x56e52,,No TNS,---,SN IIn,0.369
ANT20248dux1ovh26y3,,No TNS,---,SN IIn,0.296
ANT2024q747iqr38zvv,,2024gau,---,SN IIn,0.273
ANT2024qgj5qop4xk8e,,2024bqd,---,SN IIn,0.546
ANT2024tone3rh2jk5e,,2024gra,SN Ia,SN IIn,0.433
ANT2024y97gzkeebr3z,,2024fkc,---,SN IIn,0.325
ANT20247cy6qxooi9z6,,No TNS,---,SN IIn,0.432
ANT2024p9dzlgo8ajai,,No TNS,---,SN IIn,0.267
ANT20246hafjedemt3a,,No TNS,---,SN IIn,0.448
ANT2024lb1v0vsh0fkk,,2024gbc,SN IIn,SN IIn,0.452
ANT2024zh5xrdn6mcn6,,2024gqu,---,SN IIn,0.273
ANT2024ejmwsfoj4s7s,,2024gsu,---,SN IIn,0.442
ANT2024jw9hf1cj35ia,,2024gmu,---,SN IIn,0.394
ANT2024lph01imnu96m,,No TNS,---,SN IIn,0.387
ANT20239xje2h18tqba,,No TNS,---,SN IIn,0.424
ANT2024ldumjqx0zi6p,,2024gal,---,SN IIn,0.39
ANT2024uchn2jkyy9dq,,2024hlf,---,SN IIn,0.342
ANT20245t3gywe7sgem,,2024hli,---,SN IIn,0.315
ANT2024k5l095m6d7hm,,2024hlo,---,SN IIn,0.344
ANT2024qw7q1ydvmzee,,2024fot,SN Ia,SN IIn,0.404
ANT2024svemo5z6o04v,,2024fjc,---,SN IIn,0.692
ANT20246hl5h5qst77m,,No TNS,---,SN IIn,0.494
ANT2024ie86rh0xeddd,,2024gzb,---,SN IIn,0.325
ANT2024wmcfpommo9gj,,2024fmi,---,SN IIn,0.589
ANT2023r7htt1vwzks9,,No TNS,---,SN IIn,0.694
ANT2023rtou883w9l9h,,No TNS,---,SN IIn,0.473
ANT2024j7gluz6g5k36,,2024gqm,---,SN IIn,0.394
ANT2024g549d1w2jjyr,,2024alc,---,SN IIn,0.462
ANT2023u5a4xeqhu0d2,,No TNS,---,SN IIn,0.615
ANT2024ainb77dnh95x,,2024hlg,---,SN IIn,0.251
ANT2024xcnv5omifj1t,,2024dkk,---,SN IIn,0.485
ANT2024w067fcdajy0f,,2024ftg,---,SN IIn,0.554
ANT2023clqnljzqv1lg,,No TNS,---,SN IIn,0.434
ANT20239cuigoxsawxz,,2023voi,---,SN IIn,0.636
ANT2023wmt0ju7kbcpg,,No TNS,---,SN IIn,0.565
ANT20249ir79nkgk0sm,,No TNS,---,SN Ibc,0.348
ANT2024s94j134mdq6q,,2024hcr,---,SN Ibc,0.823
ANT2024zu6b0aflz03c,,No TNS,---,SN Ibc,0.631
ANT2024i7x0nok3ri4e,,2024dgr,---,SN Ibc,0.469
ANT2024nn6yk923zxr7,,2024gqt,---,SN Ibc,0.449
ANT2024thp6y2f7a90g,,2024gqd,SN Ic-BL,SN Ibc,0.655
ANT2024emg7ac23ywae,,No TNS,---,SN Ibc,0.245
ANT2024lhmz7ns2z8tw,,2024gry,---,SN Ibc,0.428
ANT2024ep2oc9vnxgpp,,2024fob,---,SN Ibc,0.539
ANT2024zgn5gv4vu943,,2024grr,---,SN Ibc,0.356
ANT2024t7h7dr1ebx62,,No TNS,---,SN Ibc,0.271
ANT2024a3ga043zzr8p,,2024gxb,---,SN Ibc,0.228
ANT20242j9d9dm3913j,,2024ehs,SN II,SN Ibc,0.778
ANT2024jx2wz82ilbg5,,2024hkp,---,SN Ibc,0.297
ANT20244zu7c37oinul,,2024gkt,---,SN Ibc,0.668
ANT2024abirtc4u0lq0,,No TNS,---,SN IIn,0.292
ANT20240ujchf4riblg,,2024hjn,---,SN IIn,0.297
ANT2024r8p0lt4s6zge,,2024hag,---,SN IIn,0.352
ANT2024qtk6jdajnney,,2024euo,---,SN IIn,0.535
ANT2024ez9j9ikdh88f,,2024grw,---,SN IIn,0.613
ANT2024m3ceka3n9u51,,2024hcl,---,SN IIn,0.362
ANT2024ytx4r5ep6kjt,,2024gzv,---,SN IIn,0.343
ANT20244fqy0kso7kb4,,2024hay,---,SN IIn,0.354
ANT202462n8dbirqh9j,,2024gpt,---,SN IIn,0.318
ANT2024yzm8oqau8bd9,,2024gur,---,SN IIn,0.476
ANT2024aaouo6rr6jw1,,2024enb,---,SN IIn,0.5
ANT20246wcg1636x9n1,,2024fyt,---,SN IIn,0.393
ANT2024acuonej6nxyv,,2024hkf,---,SN IIn,0.344
ANT20248qc7wz0my2ix,,2024hjw,---,SN IIn,0.281
ANT2024ftf8rz30dq26,,2024gsc,---,SN IIn,0.321
ANT2024vuxzkcd9euvx,,2024erx,---,SN IIn,0.374
ANT2024uvc8m0v5ydjh,,2024gse,---,SN IIn,0.379
ANT2024o916cdftswwv,,2024hpb,---,SN IIn,0.296
ANT202348xqm7c73j1b,,2023zqi,---,SN IIn,0.866
ANT20241v1sr1z7xru7,,2024hhy,---,SN IIn,0.285
ANT2024gtzqjxnma3dz,,2024gro,---,SN IIn,0.363
ANT202478303wq0q5vn,,No TNS,---,SN IIn,0.883
ANT2024p8h7bky5cm8c,,No TNS,---,SN IIn,0.491
ANT202465rn5ogis9sk,,2024ejz,---,SN IIn,0.484
ANT2024qgj5qop4xk8e,,2024bqd,---,SN IIn,0.53
ANT2023c5dft9m8pee2,,No TNS,---,SN IIn,0.451
ANT2024parwtt8co4a3,,2024hco,---,SN IIn,0.333
ANT2024ql7ew49k0z7r,,2024ald,---,SN IIn,0.715
ANT2024y6py8gzwzl07,,No TNS,---,SN IIn,0.745
ANT20240uaznq278kgn,,2024hks,---,SN IIn,0.287
ANT20247u96ktxz4zn7,,No TNS,---,SN IIn,0.458
ANT2024o3zrpylj0t5s,,2024guw,---,SN IIn,0.356
ANT202417pzdreh5dpm,,No TNS,---,SN Ibc,0.461
ANT2024c3mh4rhazmvr,,2024fpx,---,SN Ibc,0.609
ANT2024pkb23rhfy76q,,No TNS,---,SN Ibc,0.28
ANT2024ebs7qy9hy601,,2024hkd,---,SN Ibc,0.28
ANT2024oayluqswt6nm,,No TNS,---,SN Ibc,0.378
ANT20240o1bmk3n7i5m,,No TNS,---,SN Ibc,0.4
ANT20244xxfzhx6unul,,2024gvb,---,SN Ibc,0.275
ANT2024hikvherfg1cw,,2024hcu,---,SN Ibc,0.299
ANT2024sx2dolreluc9,,No TNS,---,SN Ibc,0.503
ANT2024ifht9uf75g97,,2024frf,SN II,SN Ibc,0.909
ANT2024bkhxqqhon904,,2024frq,---,SN Ibc,0.275
ANT20241arxvv6kdxn5,,No TNS,---,SN Ibc,0.385
ANT2024r0skormsghpm,,No TNS,---,SN Ibc,0.51
ANT2024l2i0zxsa3v5i,,2024ezr,SN Ia,SN Ibc,0.302
ANT2024hos737nv9qbg,,No TNS,---,SN Ibc,0.262
ANT20245chkeoexb04a,,No TNS,---,SN Ibc,0.324
ANT20248agnotfitumw,,2024eoi,---,SN Ibc,0.425
ANT2024ckfeudzygxrq,,No TNS,---,SN Ibc,0.438
ANT20249ir79nkgk0sm,,No TNS,---,SN Ibc,0.427
ANT20243saf5jvggkvr,,2024hlt,---,SN Ibc,0.343
ANT2023n3xr92hj9vrx,,2023zvq,SN Ia,SN Ibc,0.668
ANT2024t9cy0n1m0cui,,2024gtb,---,SN Ibc,0.719
ANT2024zgerpkbljhqr,,2024gxd,---,SN Ibc,0.445
ANT2023kan27xsnvpn2,,No TNS,---,SN Ibc,0.447
ANT2024yfnlgvodk67d,,2024gbe,---,SN Ibc,0.722
ANT2024ujrb2ykndj6s,,2024glo,SN Ia,SN Ibc,0.635
ANT20243ssiz6az2ya3,,2024hle,---,SN Ibc,0.348
ANT2024e7ame8pj1brk,,2024haj,---,SN Ibc,0.286
ANT2024ugtx6tuz22t1,,2024gzj,---,SN Ibc,0.369
ANT2024cayxuikomn8z,,2024hjz,---,SN Ibc,0.369
ANT2024mtd868tc6wlh,,No TNS,---,SN Ibc,0.845
ANT2024m5h8jv9a3n7u,,2024gbu,---,SN Ibc,0.4
ANT2024jjjzwgrw0261,,2024hhk,---,SN Ibc,0.315
ANT2024w1bzxztbxjdk,,2024hkt,---,SN Ibc,0.504
ANT2024f8c8qed8n52r,,2024fzu,---,SN Ibc,0.593
ANT2024p4sr6kv8nmr1,,2024fis,SN Ic-BL,SN Ibc,0.468
ANT2024xaf016vot4xl,,No TNS,---,SN Ibc,0.791
ANT2024rdpv6rgm4j6d,,2024fmh,SN Ia,SN Ibc,0.407
ANT2024v5hh66ijfw9s,,2024gws,---,SN Ibc,0.506
ANT2023ootv35m3jie4,,2023usm,SN IIn,SN Ibc,0.363
ANT2024869bazn9rc8b,,No TNS,---,SN IIn,0.257
ANT2024j2ih24vwm5kl,,No TNS,---,SN IIn,0.382
ANT2024ilbxq57zxfmd,,2024hju,---,SN IIn,0.423
ANT2024k85afxt0wkva,,No TNS,---,SN IIn,0.331
ANT2024ut2aq789ey5g,,2024hbc,---,SN IIn,0.322
ANT2024kl49slldye3y,,2024hav,---,SN IIn,0.272
ANT2024iiysbbq5mu54,,2024dij,---,SN IIn,0.783
ANT2024tjdjjjk8teod,,2024gss,---,SN IIn,0.408
ANT20249efk1jic89ex,,2024crf,SN IIn,SN IIn,0.714
ANT20246k9lyzg5np1d,,2024hjr,---,SN IIn,0.397
ANT20249aet58kqq5fw,,No TNS,---,SN IIn,0.718
ANT2024svemo5z6o04v,,2024fjc,---,SN IIn,0.571
ANT2024ni0p81f79c2m,,No TNS,---,SN IIn,0.395
ANT2024ldumjqx0zi6p,,2024gal,---,SN IIn,0.455
ANT2024go6wu800p4w8,,No TNS,---,SN IIn,0.328
ANT2024tgvkdxfr0xq3,,2024cui,SN IIn,SN IIn,0.624
ANT2024s7bg14j24zqv,,No TNS,---,SN IIn,0.446
ANT2024vpiandiuuesj,,No TNS,---,SN IIn,0.374
ANT2024sa3ofuz6uf7p,,2024fvg,---,SN IIn,0.284
ANT2024xaoyz3wmovrp,,2024gts,---,SN IIn,0.338
ANT2024e5g4iow36spd,,2024gps,---,SN IIn,0.397
ANT2024vy4w99pb624w,,2024haz,---,SN IIn,0.29
ANT2024xo1spubdj5xe,,No TNS,---,SN IIn,0.419
ANT20242zizq2pnec79,,2024bcm,SN IIn,SN IIn,0.488
ANT202480e9j7gqlmot,,2024hpa,---,SN IIn,0.339
ANT2024ejmwsfoj4s7s,,2024gsu,---,SN IIn,0.331
ANT2024tlwgnwed8ns3,,2024gpp,SN Ia,SN IIn,0.356
ANT2024mp48fkojq3f1,,2024gve,SN Ia,SN IIn,0.391
ANT2024dquti00mqucy,,No TNS,---,SN IIn,0.441
ANT20248mud3ta01u9q,,No TNS,---,SN IIn,0.604
ANT2024zh5xrdn6mcn6,,2024gqu,---,SN IIn,0.311
ANT2024qjtgmy1rdn99,,2024gtf,---,SN IIn,0.283
ANT2024j18yrqwlxnwr,,2024hkm,---,SN IIn,0.268
ANT2024kfbgssg0tcv0,,No TNS,---,SN IIn,0.636
ANT2024wmcfpommo9gj,,2024fmi,---,SN IIn,0.412
ANT2024iqha92fcsiye,,2024hmz,---,SN IIn,0.306
ANT2024k5l095m6d7hm,,2024hlo,---,SN IIn,0.34
ANT2024iewowzamlyye,,No TNS,---,SN IIn,0.273
ANT2024ofrj8rce2wkb,,No TNS,---,SN IIn,0.339
ANT20241lw9b9k8dnqq,,No TNS,---,SN IIn,0.293
ANT202371ua4unil0y6,,No TNS,---,SN IIn,0.971
ANT20242q7ils5vim1x,,2024hdc,---,SN IIn,0.344
ANT20245itgh5zu4wbz,,2024aqw,---,SN IIn,0.588
ANT2023sfo5ervzsjiv,,2023aajk,---,SN IIn,0.353
ANT2023ssjbjrjmdp2t,,2023aclf,---,SN IIn,0.68
ANT2024bp1zdl3w2uh3,,2024hkk,---,SN IIn,0.339
ANT20242j3m6y8m2qgp,,2024fdt,---,SN IIn,0.816
ANT202456lu6cdk7me7,,No TNS,---,SN IIn,0.248
ANT2024at4lfl6dhwoa,,2024hkr,---,SN IIn,0.352
ANT202442367kfz03o0,,No TNS,---,SN IIn,0.252
ANT2024qy075xcdpmxh,,2024gux,---,SN IIn,0.337
ANT2024jtezmzxfr0cg,,2024hhh,---,SN IIn,0.42
ANT2024vpeq8m0w3i3q,,2024hao,---,SN IIn,0.323
ANT2024b5psr7tdeyts,,2024han,---,SN IIn,0.316
ANT2024xsjd7y6a9w64,,No TNS,---,SN IIn,0.46
ANT2024yglhhg39cqro,,2024hhc,---,SN IIn,0.241
ANT2024jsksfzbjus11,,2024gyt,SN II,SN IIn,0.328
ANT2024adwvsikrs926,,2024hhz,---,SN IIn,0.322
ANT20243klr3bsj9z27,,2024grm,---,SN IIn,0.316
ANT20243rqbxhtja9f2,,2024dtz,---,SN IIn,0.498
ANT2024a7i55ckpfr6m,,2024eor,---,SN IIn,0.321
ANT2024a3m0src88do3,,2024bgb,---,SN IIn,0.663
ANT2023s31g4mh01twb,,No TNS,---,SN IIn,0.978
ANT20248m4d7vv7ya52,,No TNS,---,SN IIn,0.607
ANT2023wmt0ju7kbcpg,,No TNS,---,SN IIn,0.503
ANT2023d8bc92d6u0uw,,2023zmy,---,SN IIn,0.443
ANT20241tpytb0c1skv,,2024bex,SN Ia-CSM,SN IIn,0.813
ANT2024mwlfmoo8ejhs,,2024hae,---,SN Ibc,0.36
ANT2024o0gy8ubgf7n9,,No TNS,---,SN Ibc,0.285
ANT2024yzm8oqau8bd9,,2024gur,---,SN Ibc,0.426
ANT2024thp6y2f7a90g,,2024gqd,SN Ic-BL,SN Ibc,0.413
ANT20246szulg829pm2,,2024hme,---,SN Ibc,0.337
ANT2024hikvherfg1cw,,2024hcu,---,SN Ibc,0.26
ANT2024nztabai734xs,,No TNS,---,SN Ibc,0.48
ANT2024h9nccpvngz1c,,No TNS,---,SN Ibc,0.699
ANT2024m3m4rn1a1siz,,2024ahv,SN Ib,SN Ibc,0.611
ANT2024qpvt574drq25,,2024hlm,---,SN Ibc,0.407
ANT2024zpg2dxzxabqf,,No TNS,---,SN Ibc,0.356
ANT2024lhmz7ns2z8tw,,2024gry,---,SN Ibc,0.524
ANT20248exrrs2c8bd9,,No TNS,---,SN Ibc,0.305
ANT20242gzb7ui0gfmb,,2018gic,---,SN Ibc,0.322
ANT2024nn6yk923zxr7,,2024gqt,---,SN Ibc,0.497
ANT2024gzqb45v2nzs4,,2024eqg,---,SN Ibc,0.512
ANT20248z9qky8on59o,,2024gzp,---,SN Ibc,0.65
ANT2024z0g9y9k5z8hr,,2024gst,---,SN Ibc,0.353
ANT2024giyeak4zbl2d,,No TNS,---,SN Ibc,0.39
ANT2024zp9jbtp8eh0h,,No TNS,---,SN Ibc,0.274
ANT2024m5eefw07y82b,,2024gzu,---,SN Ibc,0.409
ANT2024gx1607q22zuh,,No TNS,---,SN Ibc,0.3
ANT2024davxci9x9ddx,,2024gtm,---,SN Ibc,0.336
ANT2024zcsi0erd3nnq,,No TNS,---,SN Ibc,0.288
ANT2024vqphr7r6fy79,,2024ejy,SN Ia,SN Ibc,0.603
ANT2024dd9549s5kh4c,,2024gml,---,SN Ibc,0.319
ANT20241keozep0jnsq,,2024gqn,---,SN Ibc,0.461
ANT2024dszoyi9mtuvc,,No TNS,---,SN Ibc,0.365
ANT20237ozm664wuv9t,,No TNS,---,SN Ibc,0.513
ANT20230j3o1anlhj4a,,No TNS,---,SN Ibc,0.75
ANT20241toeq0fu8wr8,,2024grx,SN Ia,SN Ibc,0.471
ANT2024fh2s2vlk7hrc,,No TNS,---,SN Ibc,0.391
ANT2024glhxupbloa4a,,2024gth,---,SN Ibc,0.605
ANT20242j3m6y8m2qgp,,2024fdt,---,SN Ibc,0.388
ANT2024ozw7onaamq59,,No TNS,---,SN Ibc,0.27
ANT2024m75x16jnyoja,,No TNS,---,SN IIn,0.3
ANT2024r8p0lt4s6zge,,2024hag,---,SN IIn,0.401
ANT2024gpuzx6hgpuoq,,No TNS,---,SN IIn,0.309
ANT20240ujchf4riblg,,2024hjn,---,SN IIn,0.275
ANT2024fexpoxbyxdl1,,No TNS,---,SN IIn,0.253
ANT20242esr97qslc87,,2024gzw,---,SN IIn,0.366
ANT2024xtxioft6geq5,,2024hmx,---,SN IIn,0.332
ANT2024bavbhit16azt,,2024etj,---,SN IIn,0.409
ANT2024tkgjso9edlbh,,2024geb,---,SN IIn,0.326
ANT2024cpd6wszm75nm,,2024hjx,---,SN IIn,0.316
ANT20245stac7ek97l8,,No TNS,---,SN IIn,0.422
ANT2024876nfp5425lh,,2024hfe,---,SN IIn,0.262
ANT2024sngj79mj21kn,,No TNS,---,SN IIn,0.307
ANT2024gk5wekn2nbyg,,2024hdb,---,SN IIn,0.493
ANT2024m3ceka3n9u51,,2024hcl,---,SN IIn,0.377
ANT2024dk6hg7579i8e,,2024gpq,SN Ia,SN IIn,0.454
ANT20248w5ig0ez8fzk,,2024ezb,SN IIn,SN IIn,0.469
ANT2024bs4eiluv7dgq,,2024hcf,---,SN IIn,0.242
ANT2024evp09y8pxf3m,,No TNS,---,SN IIn,0.336
ANT202450op9n560j87,,2024ham,---,SN IIn,0.336
ANT2024v1e58qca2ap3,,2024gba,---,SN IIn,0.36
ANT20243b0shjljyopw,,2024jc,---,SN IIn,0.435
ANT20246sr9u7m3a725,,No TNS,---,SN IIn,0.272
ANT2024x3a2ijg29vwr,,No TNS,---,SN IIn,0.406
ANT2024qoip30zb9g64,,2024cxz,---,SN IIn,0.621
ANT2024uvc8m0v5ydjh,,2024gse,---,SN IIn,0.287
ANT202465rn5ogis9sk,,2024ejz,---,SN IIn,0.709
ANT2023146bkopxw448,,No TNS,---,SN IIn,0.91
ANT2024qfss4tvwjozx,,No TNS,---,SN IIn,0.282
ANT2024eaf3du4qrg2c,,2024haq,---,SN IIn,0.349
ANT2024gtzqjxnma3dz,,2024gro,---,SN IIn,0.35
ANT202478303wq0q5vn,,No TNS,---,SN IIn,0.667
ANT2024f6xwhs5054ix,,No TNS,---,SN IIn,0.443
ANT2024acuonej6nxyv,,2024hkf,---,SN IIn,0.318
ANT20242e9cit8g7fr5,,No TNS,---,SN IIn,0.603
ANT2024aaouo6rr6jw1,,2024enb,---,SN IIn,0.554
ANT2024vuxzkcd9euvx,,2024erx,---,SN IIn,0.56
ANT2024081zajduz27k,,No TNS,---,SN IIn,0.683
ANT2024z51tg6panfo9,,2024esv,---,SN IIn,0.312
ANT20243saf5jvggkvr,,2024hlt,---,SN IIn,0.341
ANT20239g01bd9r0xer,,No TNS,---,SN IIn,0.756
ANT2024l294zt380rcs,,No TNS,---,SN IIn,0.489
ANT2024gho9k265b5kx,,2024gtp,---,SN IIn,0.311
ANT2024pr2pow2ck1to,,2024gva,---,SN IIn,0.293
ANT2024uyf2rfz119pa,,No TNS,---,SN IIn,0.421
ANT2024xhr6c7xse9oc,,No TNS,---,SN IIn,0.351
ANT2024o3zrpylj0t5s,,2024guw,---,SN IIn,0.316
ANT202390jv9vz1ltz1,,No TNS,---,SN IIn,0.481
ANT2024n078hmp8mxgr,,2024hkj,---,SN IIn,0.618
ANT202348xqm7c73j1b,,2023zqi,---,SN IIn,0.732
ANT2024dqqyczovclrl,,No TNS,---,SN IIn,0.593
ANT202408pmpvk98h5p,,No TNS,---,SN IIn,0.259
ANT2024ql7ew49k0z7r,,2024ald,---,SN IIn,0.496
ANT2024nl77aj07e8fm,,2023ysa,SN Ib,SN IIn,0.544
ANT2024g549d1w2jjyr,,2024alc,---,SN IIn,0.42
ANT2024a3ga043zzr8p,,2024gxb,---,SN IIn,0.241
ANT2024zzwtehd7ezkk,,No TNS,---,SN IIn,0.408
ANT2024p8h7bky5cm8c,,No TNS,---,SN IIn,0.507
ANT2024nn5f1vp858r8,,2024gbn,---,SN IIn,0.434
ANT2024y6py8gzwzl07,,No TNS,---,SN IIn,0.463
ANT2024ue5x3d5f8ta3,,No TNS,---,SN IIn,0.283
ANT2024m7ozbp7j54ol,,2024dy,SN IIn,SN IIn,0.908
ANT2024mjdpiw5mf37h,,No TNS,---,SN IIn,0.401
ANT2023tt01bqm5njar,,2023adpf,---,SN IIn,0.542
ANT20240uaznq278kgn,,2024hks,---,SN IIn,0.331
ANT2024parwtt8co4a3,,2024hco,---,SN IIn,0.331
ANT2023cppak1cey092,,No TNS,---,SN IIn,0.596
ANT20247u96ktxz4zn7,,No TNS,---,SN IIn,0.549
ANT2024a3m0src88do3,,2024bgb,---,SN IIn,0.598
ANT2024jx2wz82ilbg5,,2024hkp,---,SN IIn,0.278
ANT20247f5z3cf4tsry,,2024geh,---,SN IIn,0.359
ANT20240rxlv3h3m2z0,,2024grl,---,SN IIn,0.314
ANT2023v62wjgew2db9,,No TNS,---,SN IIn,0.752
ANT20230haxkj5z7uiy,,No TNS,---,SN IIn,0.682
ANT2024p4sr6kv8nmr1,,2024fis,SN Ic-BL,SN Ibc,0.525
ANT20241iyv682pn590,,2024gru,---,SN Ibc,0.285
ANT2024lk04g7o00og6,,2024hpn,---,SN Ibc,0.375
ANT202478xo6u0mi70n,,No TNS,---,SN Ibc,0.325
ANT2024ugtx6tuz22t1,,2024gzj,---,SN Ibc,0.461
ANT2024epevimrbxsmx,,2024hih,---,SN IIn,0.336
ANT2024gtbkryc741z0,,2024gwq,SN Ia,SN IIn,0.357
ANT202456lu6cdk7me7,,2024hqs,---,SN IIn,0.29
ANT2024ytz8cnlei8x2,,No TNS,---,SN Ibc,0.311
ANT2024z0g9y9k5z8hr,,2024gst,---,SN Ibc,0.702
ANT2024s7qk2gjnyajy,,2024gzq,---,SN Ibc,0.392
ANT2024lq7pvqqhv97o,,No TNS,---,SN Ibc,0.289
ANT2024yzm8oqau8bd9,,2024gur,---,SN Ibc,0.296
ANT2024ifht9uf75g97,,2024frf,SN II,SN Ibc,0.936
ANT20248z9qky8on59o,,2024gzp,---,SN Ibc,0.731
ANT2024umpx8msokzc9,,2024hvg,---,SN Ibc,0.392
ANT2024m3m4rn1a1siz,,2024ahv,SN Ib,SN Ibc,0.691
ANT2024qpvt574drq25,,2024hlm,---,SN Ibc,0.395
ANT2024ilbxq57zxfmd,,2024hju,---,SN Ibc,0.578
ANT2024rd1arw5yqkg9,,No TNS,---,SN Ibc,0.405
ANT2024gmj0xhpjfugo,,2024hpi,---,SN IIn,0.268
ANT2024owcaw1yfqzjn,,2024hqo,---,SN IIn,0.269
ANT20244zxbb3o17k86,,2024hvf,---,SN IIn,0.31
ANT2024756kukzmrldd,,No TNS,---,SN IIn,0.738
ANT2024xo1spubdj5xe,,No TNS,---,SN IIn,0.337
ANT2024wf8qrexn1v4n,,No TNS,---,SN IIn,0.461
ANT2024gk5wekn2nbyg,,2024hdb,---,SN IIn,0.489
ANT20242esr97qslc87,,2024gzw,---,SN IIn,0.647
ANT2024xaoyz3wmovrp,,2024gts,---,SN IIn,0.256
ANT202480e9j7gqlmot,,2024hpa,---,SN IIn,0.358
ANT2024lb1v0vsh0fkk,,2024gbc,SN IIn,SN IIn,0.368
ANT2024tlwgnwed8ns3,,2024gpp,SN Ia,SN IIn,0.32
ANT20245stac7ek97l8,,No TNS,---,SN IIn,0.426
ANT2024bavbhit16azt,,2024etj,---,SN IIn,0.344
ANT2024ygj3jnhylygg,,No TNS,---,SN IIn,0.456
ANT20245oy6k60gzvb3,,2024hrq,---,SN IIn,0.358
ANT2024mhrkt3566455,,No TNS,---,SN IIn,0.609
ANT2024lhmz7ns2z8tw,,2024gry,---,SN IIn,0.411
ANT2024mg5m4ddvhmgo,,No TNS,---,SN IIn,0.562
ANT2024dk6hg7579i8e,,2024gpq,SN Ia,SN IIn,0.554
ANT2024orcifafm2lb4,,2024htl,---,SN IIn,0.584
ANT2024jxrtoy6m88h1,,No TNS,---,SN IIn,0.457
ANT2024r8p0lt4s6zge,,2024hag,---,SN IIn,0.312
ANT20249efk1jic89ex,,2024crf,SN IIn,SN IIn,0.599
